name,total_m,segments_count,street_count
C. Majerníka,837.4872508158093,5,3
Na rybníky,837.4012130022995,4,1
Macková rieň,837.1016287538462,4,1
Vlčanská,836.7559505809623,10,1
J. Š. Šikuru,836.7226150377908,6,1
Vaniškovská,836.4710421233675,1,1
Lipová aleja,836.3685245778099,1,1
Mestečko,836.0190874240569,3,1
Abrahámska,835.6458173967966,6,2
Štefánikovo Námestie,835.6281408384635,2,1
Jiřího Wolkera,835.4689247045715,11,2
Clementisove sady,835.1638965907881,11,1
Na Odálke,834.8295454062406,2,1
Za mlynom,834.7317504294118,6,5
Žnatínska,834.7224023796389,7,1
Júliusa Lőrincza,834.5006904854945,5,1
Kosatcová,833.9088286908168,5,4
Na Póšfu,833.845117006047,1,1
Pltníky,833.6123515017389,12,1
Kozí vŕšok,833.4977359181275,1,1
Vlada Clementisa,833.4142195481893,9,1
Štefánikova štvrť,832.7648222449303,3,1
Mliečňanská,832.5794790733574,7,1
Zlatnícka,832.5029121679343,6,3
Šumina,832.4260224370656,5,1
Tichá ul.,832.3233668009464,1,1
Za hrádzou,832.2783931223527,3,1
Uličky,832.2605579363235,6,2
E. Belluša,832.0165120072045,4,1
Na Imranovec,831.9212898943276,5,1
Horný Grúnikov traverz,831.6729847739313,1,1
Slovenskej jednoty,831.4426187788755,13,1
Podvinohrady,831.1905982333842,1,1
Jozefkovo údolie,830.74966322009,7,2
Lišňová,830.6520474784071,3,1
Kmeťovo stromoradie,830.1459267356024,3,1
Hubeného,829.8894584181621,6,1
Jazvečia,829.745473721958,6,2
Rákóczi utca,829.7068668731548,7,2
Červeňanského,829.6460157619034,1,1
A. V. Suvorova,829.5615972915853,3,2
Cyprichova,829.4430301748268,3,1
Pradiareň,829.3482486927478,4,2
Studený Potok,829.2402055973218,2,1
Polomská cesta,828.6147459944739,6,1
Predmier,828.412173213129,2,1
Kráľovské údolie,827.7978009951876,5,1
Tormáš,827.6309424909371,4,1
Jána Raka,827.5973299876289,4,2
Jergov,827.4857384207934,3,1
Lopúchovská,826.9505905236969,2,1
Diely,826.9017019633484,1,1
Malé Tatry,826.7109244473846,2,1
Davidovská,826.7014627625211,4,1
Na Hradbách,826.4962898180434,4,1
Slaná Dolina,826.1596093684896,6,1
Š. Furdeka,826.1527086745766,4,2
Horný Šianec,825.9098435971571,4,1
Drienovská,825.6719713180464,3,1
Dolný Šianec,825.1932155625161,11,1
Kiepka,824.7420593455477,2,1
Farského,824.0049701818818,11,1
Skalnatý hrebeň holíša,824.0034541005243,1,1
Podrybnícka,823.978762800482,3,2
Pod Adamovcom,823.865183627028,3,1
Slovenského odboja,823.8507114723595,16,1
Čiernohájska,823.8118754141257,7,1
Odpočívadlo Pohranice juh,823.6987811613845,1,1
Toporcerova,823.3324016435864,12,1
Grösslingová,822.9566465938733,3,1
Rázusovo nábrežie,822.8128394993506,20,1
Veternicová,822.6717420424758,5,2
Bratislavské Záhumenice,822.5773105267876,7,2
Uhrova,822.1526828595211,6,3
Jána Husa,822.1339214760777,4,2
Jozefa Kronera,821.9183987471389,4,2
Cukrovar,821.7780897108188,2,2
Súhradská,821.7505225634964,4,2
Murárska,821.4121691962598,4,3
Ohajská,821.2111476859341,5,1
Bývalá cesta č.553,821.1884749653934,3,1
Hrady,820.4895189558222,5,3
Šafárikova trieda,820.4814498306562,6,1
Vansová,820.2751064704822,1,1
Na Boží kopec,820.2500231226245,4,1
Poza lesy,820.0176451068367,2,1
Leonarda Sojčaka,819.7423036050214,1,1
Červeník,819.7328604874639,1,1
Pod Molpírom,819.5131118498656,7,1
Mnešická,819.497000382101,7,1
Mjr. Archipova,819.4044692710345,7,1
Vrátňanská cesta,819.2480471917762,3,1
Žriedlová,819.0330670442785,15,1
Rybáreň,818.6237471404554,2,2
Na Revíne,818.5123388896632,7,1
Svoradova,818.4997926930964,5,3
Most Furmanec,818.213545219752,3,1
Zlatnicová,818.1087487916886,2,1
Za Jordánom,817.7444534290119,3,1
Nová Koziarka,817.476064231075,1,1
Pod Dielcom,817.3827419798372,4,2
Nad lúčkami,817.1998704156271,8,1
Štítová,816.4963532211532,4,2
Lukov dvor,816.3060366884652,3,1
Námestie Ludvíka Svobodu,816.2655046707961,5,1
Pod Skálím,815.8285421658637,1,1
Jozefa Kubinu,815.6767355388796,3,1
Geromettova,815.3984121515316,1,1
Limbašská cesta,815.3444636374821,5,3
Marcheggská,815.1620492507204,5,1
Vážsky breh,814.9307865461353,3,1
Pod Bikošom,814.7826115799577,4,1
Močola,814.5358121204694,2,1
Nad záhradami,814.3212598171398,2,2
Janka Silana,814.0449039116378,4,4
Gábora Steinera,813.9883842318271,4,1
Klčové,813.790114151636,19,1
Parašutistov,813.6617603604187,9,2
Ďatlia,813.5988617655568,4,1
Cesta na Suchu Bukovinu,813.117903050334,2,1
Glogovec,812.8292144907582,4,2
Ondrejská,812.3339347700651,6,2
V jarku,812.3030224817835,2,1
Pri rybníkoch,812.1997845061945,3,1
Dolnorohamtérska,812.0694262329343,1,1
Bernolákovo námestie,811.9594583048998,9,1
Pod Katrušou,811.6032035535189,1,1
Na Grbe,811.4649949195605,6,1
Vrábeľská,811.3695395258296,4,4
Veľká dolina,811.0737508090497,1,1
Petőfiho rad,811.0346533423261,3,1
Joliota Curie,810.8069190690228,14,1
Strelnica,810.7916636346073,4,3
Pri prachárni,810.685788711844,9,1
Zabíjaná,810.6238455797253,5,1
Orolská,810.458887659357,3,3
Orličie,810.3118920945775,1,1
Trate mládeže,809.3692972373119,5,1
Na dereši,809.3108927680771,4,1
Pod Klepáčom,809.1789558158248,2,2
Pod Kobylou,808.8908814860006,3,1
Vimperská,808.7568747114844,3,1
Hágy,808.7272990059316,3,2
Vicenzy,808.3344299231762,2,1
Scherfelova,808.2647061338992,2,1
Cetínska,807.9238068359991,3,2
Römböková,807.5593796117321,2,1
Koľajka,807.4754996013586,3,1
Cergátova,807.1814122984136,1,1
Malá škovránková,806.8563157704777,3,1
Pod úbočou,806.7651707129012,1,1
Slnečný háj,806.5473252089955,3,1
Ľudovíta Rajtera,805.1128722844346,3,1
Svätokrížske námestie,804.7204983682462,9,1
Závodníkova,804.5724215448516,3,2
Za kaplnkou,804.2943751686698,3,1
Sacky,804.2662394259503,1,1
Práznovská cesta,803.835067483839,3,1
Na sihoti,803.4188195538491,2,2
Jozefa Smreka,803.1817498056236,6,1
Mravenisko,803.161752789778,5,1
Európska trieda,803.1473446817295,9,1
Zápotočie,803.0341339616446,3,1
Bobište,802.0848655363224,1,1
Pod Orlíkom,801.7827116710663,7,1
Pri Kysuci,801.5089227801268,3,1
Ludvíkov dvor,801.3848518448368,4,1
Berecki utca,801.3482813081783,3,2
Hutná,801.2766918024624,11,2
Ku Kráľovej hore,801.1599873931059,8,1
Podstránie,800.7441793518431,9,1
Arm. gen. L. Svobodu,800.5528673015394,5,1
Dolný Štverník,800.2307028410954,3,1
Síkarská,799.7470836673702,3,1
Stratená,799.6873434111861,4,4
Mons. Jozefa Nogu,799.2277253258924,3,1
Lopušná,798.9118265393652,7,2
Rákóczi Ferenc út,798.6563047596644,2,2
Oravice,798.5836216737034,3,1
Branovská cesta,798.0965140176523,5,1
Majdan,797.6038479025206,5,1
Za stanicou,797.3811285589654,2,1
Pri Siľave I,796.2919328374757,5,1
Hurbanova dolina,796.029624236361,1,1
Hlavnosecká,795.9068665462241,3,1
Špačinská,795.2401069833713,4,1
Gercenova,795.0201355403568,2,1
Cesta na Červený most,795.019818643688,18,1
Smuha,794.2874463521566,2,1
Lipnicová,794.162976339774,4,2
Přívoz,794.1033399662623,3,2
Košútovec,793.9374298847865,4,1
Koprivnická,793.4311714083593,7,1
Andická,793.3381921258275,3,1
Žarnovických,793.1211832620628,8,1
Žiacka,792.7526437905999,5,4
Soľnobanská,792.5308156953566,6,1
Nad kostolom,792.1354414838289,5,2
Dlhý závoz,791.876876809419,2,1
do Krámcov,791.7171909032942,1,1
Kľukatá,791.5864984982206,6,1
Ametystová,791.1372092450152,6,3
Pri Dobrotke,791.1307668705435,3,1
Pri Rajčanke,790.8808518306982,5,2
Gen. Goliána,790.8068500573474,6,1
Bizetova,790.5696049998801,7,1
Ovručská,790.3921491555805,11,2
Kračiny,790.1360656296443,5,2
Topoľový rad,790.0217298844435,4,1
Homolova,789.8923567149088,5,1
Pod hrabinou,789.6788450932997,2,1
Pri Delni,789.6288690257649,1,1
Nadbrežná,789.498151861688,3,2
RO Plejsy,789.1043890585904,2,2
Kanadská,788.9847021996588,1,1
Bystrinská,788.9116683306419,3,1
Padielky,788.8820259837935,1,1
Dolná štvrť,788.4325586220164,4,1
Lackova,788.3421627902732,13,3
Ladická,788.0548796352614,1,1
Čepeňská,787.8899142816799,7,1
Kĺzavá,787.645887342644,2,1
Za Belané humny,787.5688803524322,2,1
Nábrežie Jána Pavla II,787.3115961532942,6,1
A. Trúchleho-Sytnianskeho,787.0040087487528,5,1
Líštiny,786.7587915432443,1,1
Červený chodník,786.6749608164695,1,1
Pivovarnícka,786.5292048001686,6,3
Podzáhradská,786.0667793456479,2,2
Brokoffova,786.0111107718566,4,1
Hornodvorská,785.59322436157,6,1
Poznanova,785.5579114753724,2,1
Tornai út,785.1069119715673,3,1
Pri hostinci,785.074833387727,3,2
Rovne,785.0301979884787,4,1
Minská,784.9171303889284,4,3
Ražná,784.8657861548982,7,3
Nad brehom,784.8008014353965,6,2
Priebežná,784.7860817413693,3,2
Čajakova,784.7587537506971,5,4
Na Košarisku,784.5137514428036,1,1
Slovenská Ves - Smrečiny,784.4305838850504,1,1
M. R.,784.2809961481114,1,1
Malookočská,784.2113268536154,7,1
Dedina,784.1025307625233,3,1
Bágrová,784.0555043371593,4,1
Banský závoz,784.0394927335128,1,1
Kremeničná,783.781073802476,2,1
Horeblatie,783.398311032595,2,1
Hurbanovo námestie,782.9289730309346,11,2
Vírová cesta,782.6475995095784,2,1
Chočská,782.5323942277137,1,1
Pri Seči,782.3210537572528,7,1
Dolná kolónia,782.066339830495,5,1
Teplárenská,781.8585523726828,4,2
Uhlisko,781.7267745074066,3,1
Na Trubalovec,781.6700981000606,5,1
Námestie Slovenského národného povstania,781.5291373101393,10,2
Vančurova,781.4256104902228,6,2
Petroveská,781.2058721450651,2,1
Dunasor utca,780.7924967411799,3,2
Dlhé diely,780.6109198801284,2,2
Soroška,779.9963688213099,5,2
Veľká Baláta,779.9487462926111,2,1
K vodárni,779.2629559793722,3,2
Alexandra Nográdyho,779.1738757198009,4,1
Pri Duši,778.9784092008983,4,1
Brnenské námestie,778.9131787499291,3,2
Nad Skalkou,778.8326879629584,7,1
Ludanická,778.5602678377838,1,1
Pod agátmi,778.4862681332579,4,2
Teryho kuloár,778.3128598437402,1,1
Záštepy,778.1977260177028,9,1
Vavra Šrobára,778.0690414849042,6,2
Pelúchova cesta,777.9963663853973,2,1
Nižná Maša,777.9928564153093,6,1
Štefana Hozu,777.5847420162205,1,1
Nová Bobrovská,777.2358452464041,3,1
Batsányi János utca,777.1698005752053,2,2
Budča,777.0357752865486,2,1
Park Angelinum,776.9961168363699,8,1
Židovská,776.8386987229366,10,2
Balassiho,776.8005125502123,1,1
Pod vápenkou,776.7508158930658,2,1
Amurská,776.5917746294258,4,3
E. F. Scherera,776.4638646448209,6,1
Vitekov chodník,776.4502304381824,5,1
Pod Hlinisko,776.449898661987,2,1
Petőfi út,776.3578067282629,3,1
Kramarisko,776.2236586855806,5,1
Tunel Grúň 2,775.7178560436755,2,1
Adlerova,775.5280641221411,2,1
Jánošíkovo,775.4318867685489,2,1
Horný Urban,775.3362610239434,1,1
Okrúhla,775.1119000968024,2,2
Dr. Jána Zelenyáka,775.0253433400917,3,1
Na majeri,774.663905635319,1,1
Štrbská,774.5078608921369,5,3
B. Bartóka,774.2750154069713,12,2
Na Zigmund šachtu,774.2394425242668,4,1
Dubina,774.1287446048993,5,3
Ponad ohrady,773.8211770788605,1,1
Námestie Oceliarov,773.7633698113183,4,1
Šteberlova,773.4806492361568,2,1
Na Stebníčku,773.1011998633111,3,1
Novobystrická,772.777120523791,3,1
Garážová,772.7583736212381,3,2
Panské,772.2846989617788,3,1
Červenova,772.0901801244302,2,1
Korunovo,771.714569549922,2,1
Pod Dubinami,771.4781339529696,5,1
Prievozská cesta,771.0532217008796,2,1
Parcelná,770.7780770511044,2,2
Bulíková,770.5192930789394,4,1
Postupimská,770.5145773035955,7,1
Záskalická,770.4519970748106,5,1
Gecov,769.6570982371421,1,1
Pernecká,769.1376500857052,8,1
Tepeľ,769.020915045506,9,1
Na kút,768.8910147320798,2,1
V. V. Majakovského,768.1565122897659,7,1
Dolnomajerská,767.8178222676453,4,3
Michalský chodník,767.6021986506345,2,1
Malá ulička,767.4186520167286,3,3
Kozmonautická,767.2511477723897,3,2
Nad Cirochou,767.1290532694445,1,1
Šarfická,767.0590526523641,3,1
Juraja Slottu,766.8899988702199,4,2
Vinohradnícky rad,766.659246234007,1,1
Rakárenská,766.6210419985716,6,1
A. Lackovej-Zory,766.5644095643718,2,1
Valalská,766.0857259752084,1,1
Lúčka,765.9324966781998,3,2
Ku Kyslej vode,765.8107746587822,9,1
odpočívadlo Valaliky,765.7864900239102,1,1
Svätého Jozefa,765.728277095041,3,1
Voderadská,765.7279885748206,3,2
Chryzantémová,765.6012050756067,5,1
P. Horova,765.4660530326112,3,2
Čapášska,764.9954751915914,2,1
Grúňová,764.4515785753067,1,1
Šamorínska cesta,764.4152455297851,11,2
Sinecká,764.0541122546049,3,1
Єньківська вулиця,763.9745873974282,2,1
Pavla Mudroňa,763.7016276682723,3,2
Dujavská,763.6008188619833,3,2
Podhlinie,763.1367925406615,5,1
Moravanská,763.0958935526639,3,1
Grešova,762.9688104071079,6,1
Vilová,762.7594671359739,7,2
Turgenevova,762.6654284123305,2,1
Kočišské,762.6094328485395,1,1
Czambelova,762.608782472749,6,3
Na dráhach,762.4549228720191,2,1
Kelerov chodník,762.336780086331,1,1
Krištáľová,762.2870825052717,5,3
Šikmá,762.185279792332,5,4
Banícke námestie,761.859367665056,12,2
Díčova,761.7057225927128,3,1
Odpočívadlo Levoča,761.5320860722012,1,1
Podkolibská,761.4790972806222,4,1
Prte,761.3201766651703,1,1
Cesta Örkejská,761.1810186642031,1,1
Pod Kopanicou,761.164438622713,1,1
Šmeralova,761.0502389024218,4,4
Alžbetínska,760.7771646122466,6,2
Litovská,760.1373416741749,7,1
Hradby,760.1102132920419,4,2
Hrádocká,760.077791684686,6,2
Kamenec,759.7248899364649,5,3
Novocintorínska,759.5426017725888,3,1
Durst,759.5149275059334,1,1
Hurbanovská cesta,759.4996621757269,3,1
Zápotok,759.3719101548218,8,1
Ravaszová,759.251534092728,4,1
Pusté,759.1459309471505,6,4
Chodník Ondreja Prekopa,758.8492266937806,5,1
Laténska,758.7947027827281,10,1
Za priekopou,758.6578089833217,1,1
Kamenná baňa,758.2513787557482,4,1
Poľnokesovská,758.1676986109258,2,1
Traverz,757.9840843332738,2,2
Kozácka,757.2247943636048,4,1
Jašterice,757.1713870819453,3,1
Sobotské námestie,757.0984670002917,11,1
Lúčkovská,756.8036246223598,4,1
Jasenická,756.7327003449036,2,1
Gašpara Haina,756.6746156218729,4,1
Na Holom vrchu,756.5202720577845,2,1
Ďatelinná,756.0559028366307,3,2
Starozagorská,755.65534652846,1,1
Hornokamenčianska,755.6287512675933,6,1
Vrátna,755.5787821914361,11,3
Prasličková,755.3607933304954,3,3
Farbiarska,755.3300069156837,6,2
Radlinského námestie,755.260826346457,9,1
Dušnica,755.2473719584384,3,1
Lazík,754.6559251169447,1,1
Vidlicová,754.4882449313243,6,1
J. Urbanovského,754.4276717428169,9,1
Papalova,754.4197111878499,1,1
Čistonek,754.4065533174271,4,1
Na záhrade,754.3464150500512,5,2
Segnáre,753.8907200710812,4,1
Vencová,753.8507088290752,2,1
Kladnianska,753.7698352107348,4,1
Ružindolská,753.7445239390643,16,1
Dolnokamenčianska,753.7421376989432,6,1
Pokroková,753.3407911534912,4,2
Račí potok,753.2989249438489,3,1
Olichov,753.0508429130225,6,1
Ponická cesta,752.7149535154535,2,1
Šemšianska,752.3902166902205,1,1
Gánovská,752.173202538348,2,1
J. Fučíka,751.9224928815888,1,1
Závsie,751.7122736757618,4,1
Markovičova,751.582858056849,4,2
J. Cirbusovej,751.5225714777577,4,2
Pri Rajčianke,751.3781842317414,4,1
Do dediny,751.0877007183606,1,1
U Kravárikovcov,751.0289419121677,1,1
Medveďovej,750.8025916915768,4,1
Zámková,750.4441014518077,6,1
Sihote,750.3289265263057,3,2
Hrabovecká,750.2077690282542,2,1
K majeru,750.1031864991802,3,2
Na Vŕšku,749.9783936692963,4,1
Nad Vrškami,749.949815302341,1,1
Pod Babou,749.7010143500503,7,1
Gardom,749.180602461005,3,1
Slivník,749.1268688984,1,1
Emila Janotku,749.121977973652,1,1
Pod hrádkom,748.7551102434069,3,1
Dolný cintorín,747.9810396185696,4,2
Medveďovská,747.9365197103945,5,1
Sebedražská cesta,747.5979248822455,7,1
Chodnické,747.4878026811824,2,1
Úprkova,747.3593610104565,4,2
Rudolfa Jašíka,747.3405792897493,4,2
Nové Košariská,747.116292072125,3,1
Tájlogská,746.9946368277198,1,1
Za humnom,746.9084606953096,1,1
Žihľavová,746.503844741459,6,3
Prachatická,746.3791074317882,8,1
M. Chrásteka,746.3361732004265,4,1
M. Urbana,746.3081220484323,4,3
Pláňavská,746.0390331976832,4,1
Zlodejovce,746.0120720784726,2,1
Odpočívadlo Pohranice sever,745.9623259135071,1,1
Mariána Kochanského,745.8033837411829,1,1
Pod Juhom,745.582784072575,6,1
Obvodová cesta,745.5516781442733,2,1
Námestie hrdinov SNP,745.5157351676212,11,1
Farebná,745.2844479146496,2,2
Nižné brehy,745.1563925034884,3,1
J. Palkoviča,744.9407990277348,4,3
Alexandra Matušku,744.7012082888878,8,2
Agnelliho,744.5229916754104,4,1
Čaneckého,744.2086904713507,2,1
Solary,744.129336281222,1,1
Slameníkova cesta,743.967509363044,1,1
Valentína Beniaka,743.8305590253804,4,1
Nižný Heringeš,743.339975329724,4,1
Dariny Kráľovenskej,743.218946027712,4,1
Vladimíra Jukla,743.2092494929606,10,1
Śliwkula,743.1800257408078,1,1
Kovarská,742.9192824641291,4,1
Régi utca,742.7436979687777,4,1
Na Dieloch,742.6581061226738,2,1
Pálenica,742.2263492686027,3,3
Vrakunská,742.0011250701754,13,1
Postajok,741.8245037930251,4,1
Tržná,741.4021755846712,6,4
Malá komárňanská,741.1790002786522,1,1
Súťažná,740.9465359633255,9,2
Námestie sv. Rozálie,740.4256434924564,5,2
Záhumenická,739.8816087522636,1,1
Na Kope,739.333673565238,2,1
Hlavná stanica,739.2855590002359,4,1
Pstruhárska,739.207159937503,3,1
Nábrežie Slovenského národného povstania,739.0901288645533,4,1
Námestie priateľstva,738.5555002790114,6,1
Rudavská,738.5246263878242,9,1
Československého odboja,738.4691040327151,2,1
Pri železničnej stanici,738.2388113864724,3,2
Bariny,738.0042732366815,4,2
Riznerova,737.8721198687306,4,4
Tvarožnianska,737.5747040425517,8,1
Biely kameň,737.0096556605426,2,1
Trakanská,736.8456998823905,3,1
Kapria,736.6631125425001,5,3
Matejovská cesta,736.1886392249395,2,1
Preßburger Straße,735.866960046677,2,1
Jána Fraňa,735.8315369116636,11,1
Hornostavská,735.7923400031444,5,1
Michala Petru,735.7039203997615,1,1
Ormisova,735.1094341638842,6,2
Námestie Franza Liszta,734.9447286751715,18,1
Jozefa Gavalíka,734.935278142962,5,1
Strhárska,734.4453470965996,2,1
Opatovecká,734.3419792949026,2,1
Brehovská,734.0527601275346,2,2
Pod Stožkami,733.8436530983039,1,1
J. Smreka,733.4111577536861,6,3
Štafny vŕšok,733.3276361882341,1,1
Sv. Beňadika,733.2344796519025,3,1
Teodora Tekela,732.8610684368375,7,1
Pri stanici,732.4909735889557,2,1
Zelené terasy,732.4251479298696,1,1
Bošianska cesta,732.3789132655157,1,1
Ilovská cesta,732.1968478607992,3,1
Cesta k záhradám,732.1533692917845,2,1
Vinohrady Vintoperky,732.0581601746619,2,1
Výhonová,731.9475233467825,2,2
Vrania,731.8987044837309,3,2
Bosniacka,731.4504455201776,4,1
Mirka Nešporu,731.3439854304671,4,2
Zelený dvor,731.1899094098112,12,2
Pri gaštanovej aleji,731.0884798818014,5,1
Horný mlyn,730.797702717568,2,1
Na Hliníku,730.7442074916316,5,3
Ambrova,730.5221186522609,5,2
Bukureštská,730.444126189653,9,2
Cedronská,730.3013563824009,2,1
Laškovská ul.,729.6832208637074,1,1
Bikač,729.6828289657631,7,1
Generála Asmolova,729.5754814568809,6,1
Sahara,729.3351992998607,2,1
Kanižská,729.3280261678054,2,1
Do Brezín,728.8663118787214,2,1
Do Baničného,728.4359291427288,9,1
Zdenky Schelingovej,728.3989761898362,6,2
J. A. Gagarina,728.3104061875097,3,2
Jaspisová,728.257657483473,5,2
Na Foláši,728.2175653377484,5,1
Pod Šupom,727.8672839090084,1,1
Nábrežie J. Kalinčiaka,727.8018207431405,5,1
Františkánska,727.57228246834,4,3
Blatinská,727.50456564836,1,1
Árpád utca,727.045407753074,6,4
K luhom,726.8581796619685,2,1
Júliusa Fučíka,726.8406431999667,2,2
Vršek,726.7242106536276,4,1
Richterova,726.4183624263873,1,1
Karola Františka Palmu,726.3737246273741,1,1
Május 1. utca,726.3269040736967,1,1
Spartakovská,726.181540724163,8,1
Ľubovníková,726.0692271070909,3,1
Perješ,725.9680262097145,1,1
Gojdičova,725.7806699502172,2,1
Dolné záhumnie,725.5007121327542,4,1
Staničný chodník,725.1690668359971,5,1
Skotňa,724.9883170496581,5,3
Zátišie,724.8167820357411,4,2
Na úbočí,724.8121120814533,5,2
Kesovský rad,724.7113720154265,1,1
Pácerová cesta,724.443598398215,4,1
Chodnik na Demanovske sedlo,724.3411639592797,1,1
Bilíkova,723.732985471677,6,1
Valach. pust.,723.7165521898618,1,1
Sídlisko I,723.6963799741314,9,1
Nová slanická,723.690733822041,4,1
