name,total_m,segments_count
Dubenec,504.98601813561675,1
Odumarky,504.9092763573701,1
Pri pastierni,504.7526315258273,3
Dr. Goldbergera,504.7152820018794,1
Pod oborou,504.699497442577,2
Za tabuľami,504.56338400581916,1
Orechov dvor,504.4684563760245,1
Konopnice,504.42834525960893,2
Na Hrúšťov,504.3069923417981,2
Cesta k železničnej trati,504.2372649711299,1
Dolný dvor,504.0804471004044,2
Poddielová,503.70353597551156,2
Horná záhradná,503.5852587025385,1
Pod násypom,503.2999504454865,6
Saliby,503.2535110595711,3
Padinská,503.2451348378611,4
Kaplanova,503.2065065675667,1
Prochotská,503.16723752951987,3
Dana,503.1278223961589,1
P. Rádayho,503.0315279191526,5
Lapošská,502.9086797709662,2
Námestie mládeže,502.8549791457026,5
K. Nagya,502.7566320513189,2
Michala Petru,502.5442871028805,1
Kniežaťa Pribinu,502.5092320554682,9
Svätého Jakuba,502.4626331264749,1
Kozare,502.4617820003431,3
Kapitána Jána Nálepku,502.45079171590936,1
Hrádze,502.397599014449,1
Vila-Real,502.1807590376684,3
Na humnisku,502.14457255055663,2
Most Rieka,502.00994746495985,2
Na rybníku,501.99673563819323,1
Náklo,501.9354566321407,3
Kucik,501.83087496235214,7
Drevenice,501.81780131610424,4
Stará cesta 557,501.611016226283,6
Mihálya Marczella,501.6092324608387,1
Gymnaziálna,501.54039100326963,6
Suché,501.4907233356305,1
Dammstraße,501.44307675140857,1
Hodvábna,501.39764786986643,2
Molecova,501.3779402015804,9
Štefana Onderča,501.3308458412455,1
Šoltésova,501.14618092402793,3
Tri vody II,500.78435215585034,1
Škorčia,500.6282859984486,1
Benkový háj,500.5859773509806,2
Benická,500.4864560267456,1
Lediny,500.19285920584855,2
Haličská,500.0623430480333,1
Nové záhrady I,499.80162176436846,3
Štvrť svätého Jána,499.663346175599,4
Potvorická,499.37904153657877,3
Pri dvore,499.2510391135549,4
Švédska,499.192858760514,2
DH,499.027623602788,2
J. Barča-Ivana,498.672264673164,2
Sušiny,498.4649230066723,6
Nad Uhliny,498.4181649212754,1
Mayerova,498.3146947737854,5
Klopky,498.13367524208496,1
Ku kaplnke,498.04081132398363,2
Flámska,498.0299192113596,1
Františka Lipku,497.9323170265054,1
Melónový rad,497.90615615717104,1
Urminská,497.90201110744636,2
Americké námestie,497.89703901401276,8
Valaškovská,497.83839724866095,2
Malobošianska,497.70866962950066,1
Vojtasová,497.6638168171306,1
Jozefa Kovátsa,497.57548637916983,1
Macharova,497.4295822301999,5
Akácos utca,497.4010475807537,2
Lúčová,497.35057189962663,2
Medická,497.2815880637892,2
Za Potokom,497.27169953284744,3
Benadova,497.18327206686274,1
Kosúthova,497.1398272531694,1
Somoskői út,497.1211631903504,2
Buzalkova,497.0774929226363,1
Na Šefranici,496.8390380527877,3
Vyšné Záhumnie,496.58394657939164,1
Ustianska,496.5066127046596,1
Príkra,496.1422339096004,2
starý kopanec,496.09845976434787,4
Köblöšská,496.01318296713714,2
Ferdinanda Gabaja,495.8393124285652,1
Akad. Pavlova,495.56647424737815,4
Pri Vadaši,494.98089761652477,3
Vištucká,494.9713566334504,3
Na Lieskovčíku,494.91055562103116,4
Korzo,494.8781641703501,2
H. Meličkovej,494.808628273218,3
Cecílie Tomašovskej,494.7852001337477,1
Hámad,494.68967406182514,2
Olympijská,494.64797073769955,7
Galambošská cesta,494.46061888406524,1
Pri Kadúbku,494.368209761726,2
Pod hrebeňom,494.0982910854401,4
Suchý potok,493.99328710876546,2
Na Rybníkoch,493.87046779493994,1
Zábrehy,493.8469468834343,5
Hrubé lúky,493.79906849994296,1
Agrárna,493.7305810923158,3
Hroboňova,493.72365528012796,5
Dubinky,493.6450058570674,1
Kondrótova,493.51940586808536,1
Ligurčeková,493.5102509695379,2
Cesta SNP,493.4597103119756,2
Smržová,493.310916245405,2
Na Dráhach,493.2674584780113,1
Domická,492.76370031883675,4
Jabĺčková,492.5738528610831,1
V Jertáši,492.5556008274184,2
Majstra sveta,492.4259806826139,2
Dolnopeterská,492.27552951414356,2
Malachitová,492.25784747464957,4
Š. Králika,492.05388913790864,4
M. Urbana,491.9779757030756,3
A. I. Dobrianskeho,491.89567095439736,1
Matušincova,491.82892476702426,2
Klimovské,491.7274662853172,3
Hunyadi utca,491.4427460187889,2
Čeladická,491.38335575246526,3
Beňadikova,491.34911388520345,1
Ladislava Šefca,491.28452565895884,1
Dolná ružová,491.102301712567,8
Strakovo,491.0990110441874,1
Na Homôlke,491.0147974234435,3
Pohraničná,490.9975072017748,5
Mestská pustatina,490.93381895592705,1
Sv. Floriána,490.7771872155796,3
Betlehém,490.77323132631375,3
Sklepárska,490.7037441678817,1
Orešie,490.5081256479771,1
Izbická,490.28487838577064,2
Ozorovská nová,490.26610067579765,1
Listová,490.2639335072817,2
Na Dolnej strane,490.0468812109343,1
Ku Magašu,490.02812857457724,5
Nábrežie Milana Rastislava Štefánika,489.99573622947787,3
Európska,489.8333549878002,4
Pod Baránkom,489.8254178266471,1
Panelová,489.81008020376214,3
Važina,489.7909629999343,3
Rozvoj,489.75580254035964,4
Talihov dvor,489.6929190027007,4
Skladanová,489.6633036251702,1
Dobrienková,489.59597154993696,3
Za záhradou,489.58962523612115,2
Hrnčiarka,489.5345364333894,1
Rehúce,489.4451327136751,3
Michala Hlaváčka,489.19033647921566,2
Nitrianske nábrežie,489.1359343713249,4
Medzi lánom,489.0317050961054,2
A. Lišku,488.9075644529859,4
Kapusnica,488.81860697806803,1
M. Hricku,488.7953668384041,7
J. Červeňa,488.7432812728067,2
Proletárska III,488.7355432030961,1
Rozálska,488.61678720087286,3
Pustý Hrad,488.44547752925905,2
Polereckého,488.31970425662627,3
Jána Kovalíka,488.257890331061,1
Slovenského nár. povstania,488.2235313694248,5
Jókai út,488.14059185264796,1
Pri Kamianke,488.07580814312524,2
Hladký majer,488.00383906479544,1
Piritovská alej,487.9819774256953,4
Pri Brodku,487.9627411173047,1
Am Damm,487.9229363832642,3
Železiarska,487.91737699964744,2
Maršalkov grúň,487.7450730245334,2
Na Panšule,487.7212846624909,7
Jamová,487.65473363085727,2
M. Čulena,487.5184242071347,3
Fučíkove sady,487.5122600300539,2
Zvoničné námestie,487.4873202368117,8
Na Vartičke,487.47682326993475,1
Dlhomíra Poľského,487.36465789852866,10
Stredisková,487.2800304897961,3
Pieskovcová,487.27766717833003,1
Bocskai István utca,487.13468413585565,1
Horgos,486.70672956705164,4
Jána Zaklukala,486.6598784914397,1
Na Janáčke,486.44416653517874,1
Dobránska,486.4310394495674,2
Ipolysági utca,486.3514048756457,2
Lipovecká,486.2546071147123,1
Budmerická,486.1873549813073,3
Meštianska,485.95520462021545,3
Na Hlinku,485.94282251027045,1
Austrálska trieda,485.79259981993704,2
Dolné grunty,485.76362003942415,1
JRD,485.725401132919,2
Jarmočné námestie,485.6852313699896,2
D. Kovalovského,485.6833830959589,1
RZ4 Enduro 2020,485.62266714231873,1
Oty Plávkovej,485.6042830063042,7
Zlatohríbová,485.45247896145804,2
Lužianska,485.4298399390617,2
Malonecpalská,485.40432045166625,3
Karola Adlera,485.2205192041183,3
Židlovo,485.15282335363736,3
Na Tehelňu,485.0340692918005,5
Hrdličkova,485.017046645121,2
Záborská alej,484.88367559963774,4
Jágerská,484.86017757663535,2
Na Rožku,484.6635085033155,1
Köztársaság utca,484.5609793975227,1
Na Bikoši,484.48316181221657,2
Horná Skotňa,484.2990307878141,4
Záhradnícka cesta,484.2412761600294,2
Ľudovíta Čuláka,484.2154706358335,2
Bánomská,484.06193768655424,1
Thury tanösvény,483.86808492183496,1
Pri Klanečnici,483.8186813798126,2
Betlehem,483.6499734046304,3
Hóštár,483.5715402931044,1
Most Kunovec,483.24626143695775,2
Zámček,483.17732422403117,2
Janov dvor,482.9080880463526,1
Sychrov,482.725879471374,2
Prenosilova,482.6641379496571,1
Šikándria,482.62471908324653,2
Nová Pezinská,482.6161174280583,2
Iskola út,482.5707572229978,2
Malá krivá,482.41521496155497,3
Majer Zsivaly,482.2406178366623,1
Most pre peších a cyklistov Dobrohošť – Dunakiliti / Doborgaz – Dunakiliti gyalogos- és kerékpáros híd,482.2053134350783,1
Alžbetinská,482.100310148388,3
Červeňova,481.8242398834732,1
Flóra,481.73297138016665,1
Bernolákov rad,481.592252960352,2
Tri vody V,481.55601272327493,4
Ovčiarska,481.5542260094843,2
Čsl. brigády,481.52025895574644,1
Sama Czabána,481.33455654588147,3
Jelačičova,481.32469661852105,9
Na chotári,481.27612762707673,1
Košikárska,481.191602567727,2
Veteránska,481.00771294707,2
Vyšný hámor,480.86498110195913,5
Za Soľnou,480.63599239642895,3
Pod Dielce,480.61161263406655,3
Pod Paradajzom,480.38288238164034,2
Domoňa,480.28712079133845,1
A. Gwerkovej,480.26832524257657,2
Vőlgyiho,480.2237470649801,3
Ku ihrisku,480.03694452445035,3
Mikulášska,480.0336776468975,4
Juraja Dózsu,480.00476165022855,1
starý lesný chodník,479.93166647923675,1
V. Nejedlého,479.9077060145451,4
Rajčurská,479.89799054572444,1
J. Feketeházyho,479.83837673068956,3
Imricha Haassa,479.82380156305663,3
Rostovská,479.6168521177642,2
Rozvágyska,479.35404978444564,1
Česko Slovenskej Armády,479.2482404477336,2
Za Teplicou,479.23285777833144,3
Horný Balkán,478.2404447140694,2
K Železnej studienke,478.21915057347593,5
Grínava,478.1183656267432,1
Dlhé diely III,478.045886224559,2
Košarišťanova,477.89649005367534,1
Krtíšska cesta,477.6846898972821,2
Pavlov Dvor,477.6441731832204,3
Holotka,477.61475986783034,1
Ohradná,477.60465303499626,2
Michalská bašta,477.60105421240803,4
Na Ortášoch,477.59332600927735,1
Chaloupky,477.54611189353,3
Odborov,477.51985413260843,1
Murínka,477.47522279232356,4
Námestie Jozefa Emanuela,477.41851217868646,6
Dolný Chríb,476.82791434266267,1
Poroninská,476.7939598607837,3
Horná jablčná,476.52562026804185,2
Žabokrecká,476.48333121112086,1
Juhoslovanská,476.483042656111,4
Balatónska,476.4802078248596,2
Zhorínska,476.4173728536799,2
Dolečková,476.2443374767406,2
Temesvár utca,476.02668156121285,1
Vrútocká cesta,475.97260089643447,2
Popradské nábrežie,475.8722553093867,2
Panciere,475.8433711233207,1
Zemianska stráň,475.78014199883376,5
Pod Oblazom,475.6510965104547,1
Poľna cesta,475.6251981791434,1
Tymiánová,475.6099118071968,4
I. Széchényiho,475.4087378494089,1
Príhlavná,475.351226164995,1
Nový Rad,475.04571541604935,1
Justičná,474.84457776989933,5
Cesta stará,474.83539553673376,1
zarastené,474.5204353231777,3
Bielidla,474.41370113393225,3
Somoskői kőszállító vasút,474.33990090179725,1
Pri splave,474.16136253967846,1
Mitošiny,474.04067421958894,3
Svrčkova,474.03162639926063,4
Potočná cesta,474.0307817060283,2
Pinárska,473.9075199223813,1
Zbezianska,473.901746672742,1
Mirkovce,473.86857295397436,1
Pialská,473.6131971023355,1
Dominika Tatarku,473.30179344584013,3
Lanškrounská,473.10437557364105,2
Jedličková,473.09247407695915,1
Topoľová cesta,472.9002339221787,1
Pod brehmi,472.8533418097216,6
Kalcitová,472.6661624466419,3
Chotínska,472.66515926029734,1
K diaľnici,472.65587103335696,2
Kulíškova,472.62051231661235,3
Kajerka,472.57971186040083,4
Záhradkárska osada Prútovisko,472.55137445775983,4
Špringerova,472.5139201551793,3
Do hája,472.4845982767672,2
Oružlina,472.23009085364333,5
Bocskaiho rad,471.9749856703205,3
Bakošova,471.89622085644436,2
Jókelova záhrada,471.8713761299357,2
Mochovská cesta,471.8664432146971,2
Látečkovej,471.7824021823335,1
Jána Pivarníka,471.5195781771575,1
Falošný Ereč,471.47893542750285,3
Malé Pálenisko III,471.3996548935744,3
Pavlovská,471.30066145935166,2
Cesta na Hohenau,471.2891143970923,2
Stoličná,471.2588924918561,3
Pod Smrekovom,471.0706286919034,3
Lastovská,470.9056390790901,1
Rybníčková,470.8480299707345,2
Pri hliníku,470.7630549382039,1
Bottyán János utca,470.7509859144185,4
Poľovníkov,470.7247936800967,3
Teplá izba,470.51005191782326,1
Šamborská,470.2683856910454,1
Izidora Žiaka,470.25575600704997,1
Bystrého,470.20338360270074,4
Ondreja Štefanka,470.1670388557373,1
J. Hertela,470.1033519147315,6
Placová,470.0574149412978,3
Jána Bežu,470.04270097377594,2
Čipkeš,469.9500796031897,2
Šenkárovská,469.8191917307831,1
Na Skotňu,469.66379221535266,1
Vojnická,469.4574701771805,1
Pod trnkami,469.26040253857866,1
Zyblikiewicza,469.16277796127025,1
Friesenhofova,469.0831269458118,1
Mestská Bôrová,468.9480170750193,5
Za Valy,468.66016792557696,4
Neronetová,468.649697750709,4
Fidlikova,468.5719536260034,1
Kilian štôlňa,468.4927689939439,1
Monostori híd,468.4544906266155,2
Rádiová,468.40032058934923,5
Brathovský rad,468.29860152302143,1
Pri lesostepi,468.240170173117,1
Pavúčí vrch,468.01058636020895,2
Rádek,467.95912962952065,2
Pri Bielej Orave,467.85233749329376,3
Jozefa Dobranského,467.7807902024015,1
Vozárova,467.7259532005167,2
Cejkovská,467.54912431027174,4
Trlenská dolina,467.3717386647717,1
Nezabudova,467.21644086824085,1
Na Tobolky,466.9848196391727,1
Zlaté pole,466.9378771469733,5
M. Ilovského,466.8179013871075,1
Hraničiarov,466.4881302282785,1
Kaštieľsky rad,466.4710778225271,1
Malomlynská,466.4030719356726,1
Pavlovičova,466.3277865147222,2
Ollarekova,466.3263620314002,4
Reisinger,466.24592251734043,2
Za Tehelňou,465.83060584146523,3
Káčerovská,465.8113947364223,1
K lesu,465.7902146541579,2
Cesta sv. Ladislava,465.7527493204946,1
Alej Antona Kissa,465.7260330783661,1
Istvána Bocskaiho,465.2340073623815,2
Rudolfa Súľovského,465.2080989918594,2
Pod sekvojou,465.1097257446474,1
Nataša,465.07618132550203,4
Mária1,465.0617883551743,1
Cinkot stredný,464.9228309624722,1
Pod Belíkovom,464.83451951199527,2
вулиця Міклоша Зелеі,464.73066989497147,1
Orava,464.6800600776201,1
Legerského,464.6001949124362,4
Hany Zelinovej,464.5466818944549,3
D. Kužela,464.39677641268594,2
Kulonki-Czadeczka,464.37879937723136,1
Farské pole,464.1876058551821,1
Andreja Pavču,464.1721701784888,2
Prvého slovenského gymnázia,463.954345336028,1
Vlčia,463.73470141851675,4
Bláhova,463.4959766852464,1
Pri Vermeku,463.42536164954714,2
Sádová,463.30062592993147,1
Ctibora Krčmára,463.26891987486135,1
Ľ. Ivana,463.19171255337795,1
Pod Dvorom,463.05567356508067,1
Kosihská,463.0158068715127,2
Škôlská,462.9420995244045,1
Dielce,462.7778124446324,4
Zámoyského,462.75075696191516,3
Šimkova,462.6968118464373,1
вулиця Миколи Бандусяка,462.5913124605356,1
Talianska,462.54706574414126,3
Richarda Vandru,462.53770448023874,1
Cirkevná,462.43762536598297,2
Pažitská,462.00999737039535,2
Ivana Kadlečíka,461.8638289011016,4
Glejárska,461.6959913700644,3
Veľká Nemecká,461.6702889218851,5
M. Bodického,461.5618704943977,2
Pod Sninským kameňom,461.3633323909442,4
Viničná horná,461.34961324162566,1
Stehličia,461.14563164608927,1
Hrabina,461.0419993853835,1
Dr. Martina Sokola,460.7866033701407,3
Kalajová,460.6469487643325,2
Petra Legnera,460.59217613151714,6
Námestie Svätej Trojice,460.58784600174533,11
Ločkonská,460.45760303051327,2
Láncová,460.37277254482296,1
Ábelova,460.0102530287995,3
Slobodné,459.98697397649903,1
Rolová,459.9431805644799,3
Kuchynská,459.7836185073681,5
Ku prístavu,459.76095095434306,1
Šustová,459.7153221032513,2
Sekanica,459.50557017123634,1
Ihličnatá,459.470334112876,2
Berek horný,459.4354813268945,1
Františkánske námestie,459.28166154953,12
Orechový háj,459.11651541916325,4
Breznianska,459.1087107700452,1
Nová Rožňavská,459.03514267845,1
Komenského park,459.00746300255423,3
V kútoch,458.80223416768274,4
na Pavlovu lúku,458.79465571106596,1
Labutí rad,458.64956436893624,1
Schurmannova,458.57419029237343,2
Michala Tillnera,458.2637079221565,2
Huszár utca,458.2396553313282,1
Hájna,457.77406669676856,2
Konopné pole,457.73526103532026,1
Stará prešovská,457.7150477719986,8
Andreja Bieleka,457.6147454782275,2
Nová cintorínska,457.4789351604849,1
Markova,457.1436921109478,6
Na Šefranicu,457.08396279555427,2
Ambroseho,456.8974957032794,4
Tôňska cesta,456.87743321698565,1
Povstania českého ľudu,456.8713809628386,2
Podolky,456.76740141941826,3
Pod Paračkou,456.76471534867113,4
Mestský park,456.45306183650627,6
Múkovská,456.26076498786324,6
Azaum út,456.04810878252954,2
A. Sipossa,455.9530210275807,1
Dr. Alexandra,455.92823853837245,4
Kratiny,455.8576252218729,3
Maše Haľamovej,455.8117662404332,3
Prokofievova,455.75993346563405,8
Kanálová,455.586666824241,2
Cyrila Talapku,455.49618347835394,1
Kukučinova,455.28858406513115,2
Salibská,455.17817629962866,3
Na Frambor,454.78135441839305,1
K dolnej stanici,454.74795955352727,8
Ctiborova,454.5897107845991,13
Daniela Šlachtu,454.16050325530654,1
Kpt. Uhra,454.14162212775926,5
Karola Borhyho,454.11662790810243,1
Uhliny,454.09116131435354,1
Smetanov háj,454.07143363024534,3
Vyšné Skaliská,453.81385754569885,2
Hoňovecká,453.794783873543,1
Horný val,453.74302719789773,1
J. Mudrocha,453.7411801307873,1
Na Hanišovú,453.45674792988314,2
Golnog,453.44774837215084,2
J. Bánika,453.371751830737,2
Medzi mostami,453.08946303313616,4
Dudova,452.93173954411276,2
Svetlá Pusta,452.88074470284135,2
Jarmočisko,452.8070507989696,3
Olympionikov,452.67499006553305,5
Anízová,452.61524242175153,3
Jána Dekana,452.61390735521803,1
Jána Prháčka,452.45429476024697,2
Bezekova,452.18389660472315,2
Lermontovova,451.9583540219097,5
Na hoferské humná,451.79842459176075,1
Daniela Michaelliho,451.6094260833877,3
Prievidzská nová,451.56910436674707,1
Popoliška,451.4057965981773,2
Na ohrady,451.3590815176893,2
Strapáky,451.200983159499,1
Pod lesoparkom,451.1881585072766,5
Podžiar,450.9321035256669,4
Pod stromami,450.92173027097715,1
Nová  odvodnovacia Štôlna,450.8818383118909,1
Pod Lipovým,450.86154417878976,1
Dúbravčická,450.8215692644105,4
Valašská,450.79686345563863,8
Kardinála Korca,450.5337069891707,1
Dawny trakt Chochołowska - Orawice,450.5106138532432,1
Michala Chrásteka,450.45164842549286,8
V potokoch,450.4187731869211,1
E. Putru,450.3530977263712,1
Scilová,450.07105987963473,4
Pod Válkom,449.80870048749364,3
k osade,449.7872864765606,1
Pri jaseni,449.69989028598866,2
Čaládka,449.3790096582661,2
Brezovická cesta,449.3762939255776,1
Švajčiareň,449.03284295140054,3
Zátureckého,448.97370648157124,2
Dolný majer,448.8418532234705,4
Gudernova,448.8187622348097,4
Pavla Straussa,448.8111140173092,3
Čúri,448.80745726942536,2
Svätej rodiny,448.7558289778975,1
Dibákovo,448.53040207174604,4
Erenburgova,448.5198787767175,4
Jakuba Kraya,448.2788280258113,13
Pod Baštou,448.2581606304303,1
Za Váhom,448.23452546455735,3
Náprotivná,448.11463142243065,1
Rechtorská,448.10206061633494,1
Arménska,448.03754829562905,3
Vrlíkova,448.0317178747784,6
Čalovka,447.9552523051826,3
Nižná úvrať,447.3860847497187,1
Čipkárska,447.3713797118801,4
Stará Hradská,447.2296553472472,3
Longobardská,447.2044189317396,1
Brodná,446.5059760541518,6
Borovinská cesta,446.4808660360807,1
Na Hrebienku,446.441793953887,2
Pavla Sitára,446.4096966513459,3
Majochova,446.39624036988533,1
Zory Jesenskej,446.15429514847904,3
